code_id,code_name,article_num,label,text
H682684,CODIGO CIVIL,1599,0,"Artículo 1599.- Tienen derecho de retracto: 1.-   El arrendatario, conforme a la ley de la materia."
H682686,CODIGO DE COMERCIO,384,0,"Artículo 384.- Mora en el pago de la prima Si el asegurado demorase el pago de la prima, el asegurador podrá rescindir el contrato dentro de las cuarenta y ocho horas, comunicando inmediatamente su resolución al asegurado. Si no hiciere uso de este derecho, se entenderá subsistente el contrato, y tendrá acción ejecutiva para exigir el pago de la prima o primas vencidas."
H682686,CODIGO DE COMERCIO,36,0,"Artículo 36.- Formalidades de los libros de contabilidad Presentarán los comerciantes los libros a que se refiere el artículo 33, encuadernados, forrados y foliados, al juez de 1º instancia de la provincia en donde tuvieren su establecimiento mercantil, para que ponga en el primer folio de cada uno, nota firmada de los que tuviere el libro. Se estampará además en todas las hojas de cada libro, el sello del juzgado que lo autorice ."
H682684,CODIGO CIVIL,1942,1,"Artículo 1942.- Por el juego y la apuesta permitidos, el perdedor queda obligado a satisfacer la prestación convenida, como resultado de un acontecimiento futuro o de uno realizado, pero desconocido para las partes. El juez puede reducir equitativamente el monto de la prestación cuando resulta excesiva en relación con la situación económica del perdedor. Juego y apuesta no autorizado"
H682685,(TUO) CODIGO PROCESAL CIVIL,181,1,"Artículo 181.- Procedimiento.- Quien obtenga auxilio judicial pondrá en conocimiento de tal hecho al juez que deba conocer del proceso o lo conozca, mediante la presentación de un escrito en el que incluirá la constancia de aprobación de la solicitud a la que se hace referencia en el artículo anterior y la propuesta de nombramiento de abogado apoderado. El Juez tomará conocimiento y dará trámite a la indicada documentación en cuaderno separado. El pedido de auxilio no suspende la tramitación del principal. "" CONCORDANCIAS: R.A.Nº 182-2004-CE-PJ (Directiva que establece “Procedimientos para la concesión del Beneficio de Auxilio Judicial” y “Formato de Solicitud de Auxilio Judicial”) R.A.Nº 000332-2021-CE-PJ (Directiva Nº 005-2021-CE-PJ “Concesión de Auxilio Judicial”) Efectos del Auxilio.-"
H682684,CODIGO CIVIL,153,1,Artículo 153.- El poder es irrevocable siempre que se estipule para un acto especial o por tiempo limitado o cuando es otorgado en interés común del representado y del representante o de un tercero. El plazo del poder irrevocable no puede ser mayor de un año.
H682686,CODIGO DE COMERCIO,350,0,"Artículo 350.- Responsabilidad del porteador La responsabilidad del porteador comenzará desde el momento en que reciba las mercaderías, por sí o por medio de persona encargada al efecto, en el lugar que se indicó para recibirlas."
H682678,CONSTITUCION POLITICA DEL PERU DE 1993,14,1,"Artículo 14.- La educación promueve el conocimiento, el aprendizaje y la práctica de las humanidades, la ciencia, la técnica, las artes, la educación física y el deporte. Prepara para la vida y el trabajo y fomenta la solidaridad. Es deber del Estado promover el desarrollo científico y tecnológico del país. La formación ética y cívica y la enseñanza de la Constitución y de los derechos humanos son obligatorias en todo el proceso educativo civil o militar. La educación religiosa se imparte con respeto a la libertad de las conciencias. La enseñanza se imparte, en todos sus niveles, con sujeción a los principios constitucionales y a los fines de la correspondiente institución educativa. Los medios de comunicación social deben colaborar con el Estado en la educación y en la formación moral y cultural. JURISPRUDENCIA DE LA CORTE SUPREMA DE JUSTICIA “"
H682685,(TUO) CODIGO PROCESAL CIVIL,304,1,"Artículo  304.- Al litigante que maliciosamente formule tacha u oposición, se le impondrá una multa no menor de tres ni mayor de diez Unidades de Referencia Procesal, sin perjuicio de las costas y costos de su tramitación. TITULO  IX IMPEDIMENTO, RECUSACION, EXCUSACION Y ABSTENCION Causales de impedimento.-"
H682685,(TUO) CODIGO PROCESAL CIVIL,387,0,Artículo 387. El incumplimiento de alguno de ellos dará lugar a la declaración de inadmisibilidad del recurso .
H682690,CODIGO DE JUSTICIA MILITAR POLICIAL,108,1,"Artículo 108.- Omisión de aviso o repulsión El militar o policía que, en conflicto armado, cumple funciones de centinela o vigía designado para desempeñar algún servicio de seguridad, y que omite dar aviso o dar la alarma inmediata de aproximación del enemigo, o cualquier anomalía o no usar sus armas, en caso de ataque para repeler el peligro, será sancionado con pena privativa de la libertad no mayor de diez años y noventa a ciento veinte días-multa. Si el delito se comete frente al enemigo, o si a consecuencia de la conducta punible, sufra grave daño el puesto u objeto confiado a su vigilancia, la pena privativa de la libertad será no menor de diez años y de ciento veinte días-multa."
H682693,CODIGO DE PROCEDIMIENTOS PENALES,223,0,"Artículo 223.- Cuando al Fiscal se le ordena acusar después de haber opinado en el sentido de no haber mérito para juicio oral, podrá interponer recurso de nulidad; pero si la Corte Suprema declara que hay mérito para el inicio, los autos volverán a dicho Fiscal para que cumpla con formular acusación "" ."
H682692,CODIGO PENAL,128,1,"Artículo 128.- El que expone a peligro la vida o
la salud de una persona colocada bajo su autoridad, dependencia, tutela,
curatela o vigilancia, sea privándola de alimentos o cuidados indispensables,
sea sometiéndola a trabajos excesivos, inadecuados, sea abusando de los medios
de corrección o disciplina, sea obligándola o induciéndola a mendigar en
lugares públicos, será reprimido con pena privativa de libertad no menor de uno
ni mayor de cuatro años. En los casos en que el agente tenga vínculo de parentesco
consanguíneo o la víctima fuere menor de doce años de edad, la pena será
privativa de libertad no menor de dos ni mayor de cuatro años. En los casos en que el agente obligue o induzca a mendigar a dos o
más personas colocadas bajo su autoridad, dependencia, tutela, curatela o
vigilancia, la pena privativa de libertad será no menor de dos ni mayor de
cinco años . """
H682685,(TUO) CODIGO PROCESAL CIVIL,743,1,"Artículo  743.- Sin perjuicio de lo dispuesto en el Artículo 741, la nulidad del remate sólo procede por los aspectos formales de éste y se interpone dentro del tercer día de realizado el acto. No se puede sustentar la nulidad del remate en las disposiciones del Código Civil relativas a la invalidez e ineficacia del acto jurídico. Subcapítulo 3 Adjudicación Adjudicación en pago.-"
H682689,CODIGO DE LOS NIÑOS Y ADOLESCENTES,240,1,"Artículo 240.- Actividades Durante la internación, incluso la preventiva, son obligatorias las actividades pedagógicas y las evaluaciones periódicas al adolescente por el Equipo Multidisciplinario, así como su participación en programas psicoterapéuticos, tratamiento de comportamiento, multisistémicos y los que correspondan, atendiendo a un plan individual en el que se tendrá en cuenta las condiciones personales del (la) adolescente, garantizándose sus estudios o la continuidad de estos de ser el caso, así como su participación en programas orientados al desarrollo personal y a la preparación para la vida laboral del (la) adolescente."
H682684,CODIGO CIVIL,1222,1,"Artículo 1222.- Puede hacer el pago cualquier persona, tenga o no interés en el cumplimiento de la obligación, sea con el asentimiento del deudor o sin él, salvo que el pacto o su naturaleza lo impidan. Quien paga sin asentimiento del deudor, sólo puede exigir la restitución de aquello en que le hubiese sido útil el pago. Aptitud legal para efectuar el pago"
H682692,CODIGO PENAL,296,1,"Artículo 296.- Promoción o favorecimiento al tráfico ilícito de drogas (...) El que provee, produce, acopie o comercialice materias primas o insumos para ser destinados a la elaboración ilegal de drogas en cualquiera de sus etapas de maceración, procesamiento o elaboración y/o promueva, facilite o financie dichos actos, será reprimido con pena privativa de libertad no menor de cinco ni mayor de diez años y con sesenta a ciento veinte días-multa. (...)” NOTA SPIJ: El Artículo 1 del Decreto Ley Nº 25428, incorpora el"
H682686,CODIGO DE COMERCIO,544,1,"Artículo 544.- Si el capital llegare o ser exigible después de la autorización, podrá pedirse bajo caución o exigirse el depósito. Transcurridos cinco años sin oposición desde la autorización, o diez desde la época de la exigibilidad, el desposeído podrá recibir los valores depositados."
H682696,CODIGO TRIBUTARIO (TUO),36,1,"Artículo 36 . (*) (*) Artículo modificado por el Artículo 2 de la Ley Nº 31962 , publicada el 19 diciembre 2023. Lo dispuesto en la citada ley entró en vigor a partir del primer día calendario del mes siguiente al de su publicación, cuyo texto es el siguiente: “"
H682690,CODIGO DE JUSTICIA MILITAR POLICIAL,522,1,"Artículo 522.- Procedimiento disciplinario Recibida la denuncia o tome conocimiento del hecho, el Jefe del Centro Militar Policial, dentro del plazo de tres días, oirá al interno supuestamente infractor y al denunciante, si lo hubiere. El interno investigado tendrá garantizado su derecho de defensa. El Jefe del Centro actuará las pruebas que considere necesarias para el esclarecimiento de los hechos, debiendo resolver dentro de los cinco días siguientes."
H682684,CODIGO CIVIL,285,1,"Artículo 285.- El matrimonio invalidado produce los efectos de un matrimonio válido disuelto por divorcio, frente a los terceros que hubieran actuado de buena fe. Casos de validez del matrimonio"
H682684,CODIGO CIVIL,1057,0,"Artículo 1057.- La prenda se extienda a todos los accesorios del bien. Los frutos y aumentos del bien prendado pertenecen al propietario, salvo pacto distinto."
H682690,CODIGO DE JUSTICIA MILITAR POLICIAL,156,1,"Artículo 156.- Protección de la Intimidad y Privacidad En los procedimientos se respetará el derecho a la intimidad y a la privacidad del imputado, de la víctima y de cualquier otra persona, en especial la libertad de conciencia, el domicilio, la correspondencia, los papeles privados y las comunicaciones de toda índole. Sólo con autorización del juez competente y bajo las reglas de este Código podrán ser allanados los domicilios e intervenidas la correspondencia y las comunicaciones telefónicas y electrónicas, o incautados los papeles privados."
H682684,CODIGO CIVIL,160,1,"Artículo 160.- El acto jurídico celebrado por el representante, dentro de los límites de las facultades que se le haya conferido, produce efecto directamente respecto del representado. Ineficacia del acto jurídico por exceso de facultades"
H682686,CODIGO DE COMERCIO,383,0,"Artículo 383.- Pago de la prima En el contrato de seguros contra incendios, para que el asegurador quede obligado, deberá haber percibido la prima única convenida, o las parciales en los plazos que se hubieren fijado. La prima del seguro se pagará anticipadamente, y por el pago la hará suya el asegurador, sea cualquiera la duración del seguro."
H682686,CODIGO DE COMERCIO,385,0,"Artículo 385.- Prueba de la existencia de los bienes Las sumas en que se valúen los efectos del seguro, las primas satisfechas por el asegurado, las designaciones y las valuaciones contenidas en la póliza, no constituirán por sí solas pruebas de la existencia de los efectos asegurados en el momento y en el local en que ocurra el incendio."
H682692,CODIGO PENAL,157,1,"Artículo 157.- El que,
indebidamente, organiza, proporciona o emplea cualquier archivo que tenga datos
referentes a las convicciones políticas o religiosas y otros aspectos de la
vida íntima de una o más personas, será reprimido con pena privativa de
libertad no menor de uno ni mayor de cuatro años. Si el agente es funcionario o servidor público y comete el delito
en ejercicio del cargo, la pena será no menor de tres ni mayor de seis años e
inhabilitación conforme al artículo 36, incisos 1, 2 y 4. CONCORDANCIAS: D.S.N° 039-2015-SA, Art. 72 (Denegación de acceso de forma temporal de un usuario del RENHICE) Acción
privada"
H682686,CODIGO DE COMERCIO,966,0,"Artículo 966.- DISPOSICION TRANSITORIA Las compañías anónimas existentes con anterioridad a la publicación de este Código, conformarán sus respectivos estatutos a las disposiciones en él contenidas, dentro del plazo de noventa días. CUADRO DE MODIFICACIONES DEL CODIGO DE COMERCIO ARTICULO AFECTADO AFECTACION JURIDICA FECHA DE PUBLICACION Art.
    6 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    7 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    8 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    9 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    10 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    11 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    12 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    21, inc. 7 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    21, inc. 8 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    21, inc. 9 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    35 MODIFICADO por
    el Artículo 1 de la Ley Nº 13253 12-09-1959 Art.
    36 DEROGADO por la Segunda Disposición Final del Decreto Ley Nº 26002 27-12-1992 Sección V del Libro Primero (Atrs. 64 al 87) DEROGADA por el Artículo 10 del Decreto Ley Nº 18353 05-08-1970 Sección VI del Libro Primero (Arts. 88 al 115) DEROGADA por el Artículo 10 del Decreto Ley Nº 18353 05-08-1970 Art. 116, inc. 1 MODIFICADO por el Artículo Único del Decreto Ley Nº 18948 08-09-1971 Art.  116, inc. 5 MODIFICADO por el Artículo Único del Decreto Ley Nº 18948 08-09-1971 Art. 116 DEROGADO por el Primera Disposición Final de la Ley N° 27728 24-05-2002 Art. 117 DEROGADO por el Primera Disposición Final de la Ley N° 27728 24-05-2002 Art. 118 DEROGADO por el Primera Disposición Final de la Ley N° 27728 24-05-2002 Art. 119 DEROGADO por el Primera Disposición Final de la Ley N° 27728 24-05-2002 Art. 120 DEROGADO por el Primera Disposición Final de la Ley N° 27728 24-05-2002 Art. 121 DEROGADO por el Primera Disposición Final de la Ley N° 27728 24-05-2002 Art. 122 DEROGADO por el Primera Disposición Final de la Ley N° 27728 24-05-2002 Art. 123 DEROGADO por el Primera Disposición Final de la Ley N° 27728 24-05-2002 Título I del Libro Segundo (Arts. 124 al 132) DEROGADO por la Ley Nº 16123 10-05-1966 Título II del Libro Segundo (Arts. 133 al 152) DEROGADO por la Ley Nº 16123 10-05-1966 Título III del Libro Segundo (Arts. 153 al 158) DEROGADO por la Ley Nº 16123 10-05-1966 Título IV del Libro Segundo (Arts. 159 al 166) DEROGADO por la Ley Nº 16123 10-05-1966 Título V del Libro Segundo (Arts. 167 al 176) DEROGADO por la Ley Nº 16123 10-05-1966 Título VI del Libro Segundo (Arts. 177 al 181) DEROGADO por la Ley Nº 16123 10-05-1966 Título XIII del Libro Segundo (Arts. 211 al
    231) DEROGADO por la Ley Nº 16123 10-05-1966 Sección II del Libro Segundo (Arts. 232 al 236) DEROGADO por la Ley Nº 16123 10-05-1966 Art. 297 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 298 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 299 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 300 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 301 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 302 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 303 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 304 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 305 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 306 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art. 307 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art.
    308 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art.
    309 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art.
    310 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art.
    311 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art.
    312 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art.
    313 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art.
    314 DEROGADO por el Artículo 2112 del Decreto Legislativo Nº 295 25-07-1984 Art.
    315 DEROGADO por la Sexta Disposición Final de la Ley Nº 28677 , derogación
    que entrará en vigencia a los noventa días de la publicación de la citada
    Ley, según su Primera Disposición Final 01-03-2006 Art.
    316 DEROGADO por la Sexta Disposición Final de la Ley Nº 28677 , derogación
    que entrará en vigencia a los noventa días de la publicación de la citada
    Ley, según su Primera Disposición Final 01-03-2006 Art.
    317 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    318 DEROGADO por el Inciso 2 de la Primera Disposición Derogatoria de la Resolución Ministerial Nº 010-93-JUS 22-04-1993 Art.
    319 DEROGADO por la Sexta Disposición Final de la Ley Nª 28677 , derogación
    que entrará en vigencia a los noventa días de la publicación de la citada
    Ley, según su Primera Disposición Final 01-03-2006 Art.
    320 DEROGADO por el Artículo 2112"
H682693,CODIGO DE PROCEDIMIENTOS PENALES,357,0,"Artículo 357.- El haber procedido por orden superior no liberta a la autoridad ejecutora de la prisión ilegal, de la responsabilidad y de la pena fijada en los artículos anteriores."
H682684,CODIGO CIVIL,1484,1,"Artículo 1484.- Hay lugar a saneamiento en los contratos relativos a la transferencia de la propiedad, la posesión o el uso de un bien. Saneamiento"
H682693,CODIGO DE PROCEDIMIENTOS PENALES,220,0,"Artículo 220.- El Tribunal resolverá concediendo un término no mayor de 50 días, indicando cualquier otra diligencia que también deba actuarse o dispondrá que el Fiscal se pronuncie sobre el fondo del proceso. Sin embargo, en los casos que existan diligencias o pruebas pendientes de actuación, el Tribunal Correccional, antes de remitir la instrucción al Fiscal o después de emitido el dictamen, podrá excepcionalmente disponer que su Secretario o Relator actúe dichas diligencias o pruebas, cuando su naturaleza y circunstancias lo permitan, señalando término perentorio y sin admitir recurso impugnativo alguno. El Secretario o Relator se sujetará al procedimiento legal pertinente, citando al Agente Fiscal y al procesado, y cuando corresponda a la parte civil. Cumplida la diligencia se procederá de conformidad con el Artículo 219 "" ."
H682690,CODIGO DE JUSTICIA MILITAR POLICIAL,489,1,"Artículo 489.- Acto de degradación Al acto de degradación, asistirá una sección de tropa o policías para custodiar al condenado que se indique en la orden general respectiva."
H682684,CODIGO CIVIL,1065,0,"Artículo 1065.- Las prendas legales se rigen por las disposiciones de este título y por los artículos 1118 a 1120, y sólo proceden respecto de bienes muebles susceptibles de inscripción ."
H682700,CODIGO PENAL MILITAR POLICIAL,29,1,"Artículo 29.- Tiempo y forma de pago La multa deberá ser pagada dentro de los diez días de pronunciada la sentencia. A pedido del condenado y de acuerdo a las circunstancias acreditadas, el juez podrá permitir que el pago se fraccione en cuotas mensuales hasta por un máximo de doce meses. El importe de las multas constituirá fondos de justicia del Fuero Militar Policial. Capítulo II Aplicación de las Penas"
H682688,CODIGO DE EJECUCION PENAL,13,1,"Artículo 13. Clasificación de internos en un régimen penitenciario 13.1 Los internos que tengan la condición de procesados estarán sujetos a las reglas del Régimen Cerrado Ordinario. Excepcionalmente y previo informe debidamente fundamentado de la Junta Técnica de Clasificación, podrán ser clasificados en alguna de las etapas del Régimen Cerrado Especial. 13.2 La vinculación del interno a una organización criminal y/o su condición de un mayor tratamiento para su readaptación, conjuntamente con la evaluación de su perfil personal, fundamentan su clasificación en una de las etapas del Régimen Cerrado Especial. (Texto modificado según el artículo 1 del Decreto Legislativo Nº 1239)"
H682689,CODIGO DE LOS NIÑOS Y ADOLESCENTES,104,0,"Artículo 104.- Acogimiento Familiar.- Mediante el Acogimiento Familiar el niño o adolescente es acogido por una persona, familia o institución que se hace responsable de él transitoriamente con las facultades del tutor establecidas en el Código Civil. Esta medida puede ser dispuesta por la instancia administrativa o judicial y puede ser remunerada o gratuita. En el proceso de adopciones se aplica como medida de aclimatamiento y como medida de protección al niño, niña o adolescente cuando los niños, niñas y adolescentes se encuentran en situación de desprotección familiar o riesgo, por la amenaza o violación de sus derechos o está en peligro su integridad física o mental. En este último supuesto, la medida es dispuesta por el Ministerio de la Mujer y Poblaciones Vulnerables o la institución autorizada. """
H682684,CODIGO CIVIL,1060,0,"Artículo 1060.- Un bien puede ser gravado con prenda en garantía de varios créditos y en favor de varias personas sucesivamente, con aviso a los acreedores que ya tienen la misma garantía. Los acreedores seguirán el orden en que han sido constituidas las prendas para el efecto de la preferencia ."
H682684,CODIGO CIVIL,959,1,"Artículo 959.- El propietario no puede impedir que en su predio se ejecuten actos para servicios provisorios de las propiedades vecinas, que eviten o conjuren un peligro actual o inminente, pero se le indemnizará por los daños y perjuicios causados. Paso de materiales de construcción por predio ajeno"
H682696,CODIGO TRIBUTARIO (TUO),173,0,"Artículo
 173. INFRACCIONES RELACIONADAS CON LA OBLIGACIÓN DE INSCRIBIRSE, 
ACTUALIZAR O ACREDITAR LA INSCRIPCIÓN EN LOS REGISTROS DE LA 
ADMINISTRACIÓN TRIBUTARIA"" Constituyen infracciones relacionadas con la obligación de inscribirse, actualizar o acreditar la inscripción en los registros de la Administración Tributaria:"
H682686,CODIGO DE COMERCIO,328,0,"Artículo 328.- Los daños y menoscabos que sobrevinieren a las mercaderías, perfecto el contrato y teniendo el vendedor los efectos a disposición del comprador en el lugar y tiempo convenidos, serán de cuenta del comprador, excepto en los casos de dolo o negligencia del vendedor."
H682678,CONSTITUCION POLITICA DEL PERU DE 1993,205,1,"Artículo 205.- Agotada la jurisdicción interna, quien se considere lesionado en los derechos que la Constitución reconoce puede recurrir a los tribunales u organismos internacionales constituidos según tratados o convenios de los que el Perú es parte. TITULO VI DE LA REFORMA DE LA CONSTITUCION Reforma Constitucional"
H682684,CODIGO CIVIL,592,0,"Artículo 592.- El curador de los incapaces a que se refiere el artículo 591 representa legalmente a los hijos menores del incapaz y administra sus bienes, a menos que estén bajo la patria potestad del otro padre o tengan tutor ."
H682684,CODIGO CIVIL,229,0,"Artículo 229.- Si el incapaz ha procedido de mala fe ocultando su incapacidad para inducir a la celebración del acto, ni él, ni sus herederos o cesionarios, pueden alegar la nulidad."
H682690,CODIGO DE JUSTICIA MILITAR POLICIAL,254,1,"Artículo 254.- Resoluciones Judiciales Las resoluciones judiciales contendrán: 1.- El día, lugar e identificación del proceso; 2.- El objeto a decidir y las peticiones de las partes; 3.- La decisión y sus fundamentos; y 4.- La firma del juez."
H682685,(TUO) CODIGO PROCESAL CIVIL,246,1,"Artículo  246.- El documento privado reconocido tiene para las partes y en relación a tercero, si éste es el otorgante, el valor que el Juez le asigne. No es necesario el reconocimiento, si no hay tacha. Si compareciendo la parte se niega a reconocer, el documento será apreciado por el Juez al momento de resolver, atendiendo a la conducta del obligado. Desconocimiento de documento.-"
H682686,CODIGO DE COMERCIO,411,0,"Artículo 411.- Modalidades del seguro sobre la vida El seguro sobre la vida comprenderá todas las combinaciones que puedan hacerse, pactando entrega de primas o entrega de capital a cambio de disfrute de renta vitalicia o hasta cierta edad, o percibo de capitales al fallecimiento de persona cierta, en favor del asegurado, su causahabiente o una tercera persona, y cualquiera otra combinación semejante o análoga ."
H682684,CODIGO CIVIL,71,0,"Artículo 71.- Habrá registros a cargo de las autoridades o funcionarios competentes: 1. En todos los concejos municipales. 2. En los consulados del Perú. 3. En otros lugares donde fueren necesarios, por aplicación de la ley de la materia."
H682684,CODIGO CIVIL,343,1,Artículo 343.- El cónyuge separado por culpa suya pierde los derechos hereditarios que le corresponden.
H682690,CODIGO DE JUSTICIA MILITAR POLICIAL,208,1,"Artículo 208.- Derechos del Imputado A todo imputado se le asegurarán las garantías necesarias para su defensa, debiendo la policía, el fiscal y los jueces, informarle de manera inmediata y comprensible los derechos siguientes: 1.- A conocer la causa o motivo de su detención y el funcionario que la ordenó, entregándole la orden judicial emitida en su contra; 2.- A guardar silencio, sin que ello implique presunción de culpabilidad, y a designar la persona, asociación o entidad a la que debe comunicarse su captura y que el aviso se haga en forma inmediata. Si el imputado ejerciere este derecho, se dejará constancia de la producción del aviso y del resultado obtenido; 3.- A ser asistido desde el primer acto del procedimiento por un abogado defensor. 4.- A presentarse al fiscal o al juez, para que se le informe y escuche sobre los hechos que se le imputan; 5.- A prestar declaración dentro de las veinticuatro horas de efectivizada la medida, si ha sido detenido; 6.- A declarar cuantas veces quiera, con la presencia de su defensor, siempre que su declaración sea pertinente y no aparezca como un medio dilatorio del procedimiento, lo que se le hará saber cada vez que manifieste su deseo de hacerlo; 7.- A no ser sometido a técnicas o métodos que induzcan o alteren su libre voluntad o a medidas contrarias a su dignidad; 8.- A que no se empleen medios que impidan el libre movimiento de su persona en el lugar y durante la realización de un acto procesal, sin perjuicio de las medidas de vigilancia que en casos especiales y a su prudente arbitrio estimen ordenar el juez o el fiscal; y 9.- A acceder a toda la información disponible desde el momento en que tenga noticia sobre la existencia del proceso, según las previsiones de este Código. En todos los casos deberá dejarse constancia del cumplimiento del deber de información de los derechos establecidos en este artículo."
H682686,CODIGO DE COMERCIO,378,0,"Artículo 378.- Contenido de la póliza La póliza del contrato de seguro debe contener: 1) Los nombres del asegurador y asegurado. 2) El concepto en el cual se asegura. 3) La designación y situación de los objetos asegurados, y las indicaciones que sean necesarias para determinar la naturaleza de los riesgos. 4) La suma en que se valúen los objetos de seguro; descomponiéndola en sumas parciales, según las diferentes clases de los objetos. 5) La cuota o prima que se obligue a satisfacer el asegurado, la firma y el monto de pago y el lugar en que deba verificarse. 6) La duración del seguro. 7) El día y la hora desde que comienzan los efectos del contrato. 8) Los seguros ya existentes sobre los mismos objetos. 9) Los demás pactos en que hubieren convenido los contratantes."
H682685,(TUO) CODIGO PROCESAL CIVIL,746,1,"Artículo  746.- Al disponer el pago al ejecutante, el Juez ordenará al Secretario de Juzgado liquidar los intereses, costas y costos del proceso, dentro del plazo que fije, bajo responsabilidad por la demora. La liquidación es observable dentro de tercer día, debiendo proponerse en forma detallada. Absuelto el traslado de la observación o en rebeldía, se resolverá aprobándola o modificándola y requiriendo su pago. JURISPRUDENCIA DE LA CORTE SUPREMA DE JUSTICIA Pago al ejecutante.-"
H682697,CÓDIGO DE PROTECCIÓN Y DEFENSA DEL CONSUMIDOR,20,1,"Artículo 20.- Garantías Para determinar la idoneidad de un producto o servicio, debe compararse el mismo con las garantías que el proveedor está brindando y a las que está obligado. Las garantías son las características, condiciones o términos con los que cuenta el producto o servicio. Las garantías pueden ser legales, explícitas o implícitas: a. Una garantía es legal cuando por mandato de la ley o de las regulaciones vigentes no se permite la comercialización de un producto o la prestación de un servicio sin cumplir con la referida garantía. No se puede pactar en contrario respecto de una garantía legal y la misma se entiende incluida en los contratos de consumo, así no se señale expresamente. Una garantía legal no puede ser desplazada por una garantía explícita ni por una implícita. b. Una garantía es explícita cuando se deriva de los términos y condiciones expresamente ofrecidos por el proveedor al consumidor en el contrato, en el etiquetado del producto, en la publicidad, en el comprobante de pago o cualquier otro medio por el que se pruebe específicamente lo ofrecido al consumidor. Una garantía explícita no puede ser desplazada por una garantía implícita. c. Una garantía es implícita cuando, ante el silencio del proveedor o del contrato, se entiende que el producto o servicio cumplen con los fines y usos previsibles para los que han sido adquiridos por el consumidor considerando, entre otros aspectos, los usos y costumbres del mercado."
H682684,CODIGO CIVIL,1079,0,"Artículo 1079.- El depositario que abusa de la prenda es responsable de la pérdida o deterioro, aun por caso fortuito o fuerza mayor, salvo que demuestre que la pérdida o deterioro se habrían producido aun cuando no hubiese abusado del bien prendado. Si el bien prendado se deteriora, procede la designación de un nuevo depositario ."
H682697,CÓDIGO DE PROTECCIÓN Y DEFENSA DEL CONSUMIDOR,37,1,"Artículo 37.- Etiquetado de alimentos genéticamente modificados Los alimentos que incorporen componentes genéticamente modificados deben indicarlo en sus etiquetas. CONCORDANCIAS: R.M.N° 010-2025-PCM (Disponen la publicación de proyecto de Decreto Supremo que aprueba el Reglamento Técnico sobre Etiquetado de Alimentos Genéticamente Modificados, y de su Exposición de Motivos) Capítulo V Protección de los intereses sociales y económicos"
H682685,(TUO) CODIGO PROCESAL CIVIL,86,1,"Artículo  86.- Esta acumulación es procedente siempre que las pretensiones provengan de un mismo título, se refieran a un mismo objeto, exista conexidad entre ellas y, además, se cumplan los requisitos del"
